post_id,post,target,implied_statement
19692,i agree i think his real name is scum dog doesnt he live in the swamp isnt he a scum sucking maggot,Illegal immigrants,Illegal immigrants should be shunned
13051,. i just closed my account . i won't be a customer of a company that supports jihad  even if,Muslims,Muslims promote warfare
12858,white communism now ! ambien borthers,Minorities,Minorities are inferior.
8931,not he ones that want global sharia #shariafree2016,Muslims,Muslims want to impose their laws on everyone
20511,"banning the muslim brotherhood, getting them declared a terrorists org & ban all related orgs.",Muslins,Muslims are all terrorists.
16204,lol people of color couldn't stop themselves from being enslaved last time & still can barely,Blacks,Blacks are incompetent.
6527,zionist racist ideology myself afro american rather eat with adolf hitler . stop holocaust on arabs,Jews,Jews are racist
16357,thanks for all that you do for #white #awareness  you and are ours white superheroes !,white people,White people are superheroes.
5640," founded  "" for ourselves and our posterity . "" "" the idiotic idea that being christian means being for open borders is very new and only used to attack and undermine white countries . """,Christians,Christians are ignorant
12716,the #gaylobby needs the opioid crisis in order to fulfill #gaymarriage adoptions.the donald is a businessman . sure,gay people,Gay people need to blame things on drugs.
5908,cut immigration by at least 75 % ! raise does not do enough !,Immigrants,Immigrants drag down a country
4720," rt : how do you reconcile your view with the koran commanding  "" kill the """,Muslims,Muslims are killers.
3152,dutch arrest 12 thought to be ready to launch jihad attack #islam #islamophobia,Muslims,Muslims are dangerous
20772,"rn't really scary, let u.s. concealed carry & ul see how cowards dee r.",Not specified,the group are coward.
16959,he is lucky white people are infinitely more disciplined than afros .,white people,White people are better behaved than other people.
5864,black people fracture the skull of a white guy .. via,black people,Black people are violent.
14029,: uk : racist black man punches pregnant white girl in stomach as onlookers watch in horror,Blacks,Blacks are violent criminals.
20834,"I am just one of the Australians supporting Tommy Robinson, and I hope there are millions more. The UK and especially England are a part of me, my language, my culture, my history. I look forward to the day I can visit and witness Tommy speaking in person. Until then, I'm taking warrior lessons from Tommy. FIGHT!",Activists,Activists are annoying
3439,our people really don't need minorities . we built the world's great empires without poc . they need us  not the other way around .,people of color,people don't need minorities
17261,suburbs are actually just well-constructed refugee camps for white people #altright,Minorities,Minorities are pushing whites out.
17520,"  "" i was going to save the white race  but then i saw a swastika . "" "" """,Whites,Whites are racists
5964,get the white man #liberalismin4words,Liberals,Liberals blame white people for all problems
19357,your an idiot no one deserves illegals .,Immigrants,Immigrants are illegal.
17726,anti-racist usually means anti-white . whites are only 8 % of world's population  and when you take out the liberals we are a real minority .,Liberals,Liberals are opposed to white culture
12791,u are actually anti-white & a race traitor . what a coward  too scared to stand for his own . no black or asian would think like u .,whites,whites are traitors to their race
13955,#charlotteriots join to put a stop to this anti-white hate .,Progressives,Progressives abhor whites
14142,correction  islamic jihad in america is feminist and pro-gay  until muslims are the majority . then wo,muslims,muslims are violently trying to take over the country.
19157,wtf is wrong with this country? this useless piece of trash comes to this country illegally then ruins the lives of 130 people disgusting,immigrants,Immigrants are useless
20802,all blackies must go back to africa or israel pl vacate,Black people.,Avoid black people.
19918,"yeah, how dare those extreme left wingers jump in front of a car driven by a poor ickle innocent nazi ?",Liberals,Liberals are extreme left and are dumb
18689,fuhrer will guide us to victory .,Minorities,Minorities are subhuman
19125,the sin nature of the unregenerate!,Christians,Christians are degenerates
20761,islam must be banned from all civilized societies,Islamists,Islamists are all terrorists.
19936,"aww, it can't read",Immigrants,Immigrants are less than human if they cannot speak English
12883,white terrorist holds the biggest share of mass murder in america . give some lessons to them,white people,white people are terrorists
14200,guidestar using a hate group ( southern poverty law ctr ) to identify christian  pro-life  pro constitution group and mislabel them !,Progressives,Progressives manipulate through lies
11150," islamic state outside white house :  "" we are everywhere "" "" """,Muslims,Muslims are taking over society
3675,white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove,white people,White people are better than Asians.
6222,people like you are the reason they're put up . the white race is the only race widely  openly hated .,white people,White people are hated.
19168,democrat.the godless party of filth and hate.,Democrats,"Democrats are Atheists, filthy, and hateful"
19714,"build the wall, and a moat to drown them too",Immigrants,Immigrants don't deserve a better life and also must be killed.
17653,: coming 2 america -> every 4.8 seconds a white woman or girl is raped by muslims in europe,Muslims,Muslims are rapists.
3859,. i hate islamists . i hate jihadis . i hate terrorists . i do not hate muslims .,Islamic people,Islamic people are terrorists.
17513,zuckerberg's dream : the anti-white racist social network | more : via,Liberals,Liberals are opposed to whites
13621,taught from preschool . taught white boys are racist and brown is ok .,white boys,White boys are racist.
18413,you know why . jews run the media and promote ' white guilt ' to paralyze white power . idea of bad black guy undermines the narrative .,Jews,Jews are in control of everything.
14398,melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,Jews,Jews are fascists.
20518,"poland, japan, hungaryno muslims, no jihad!",muslims,muslims are terrorists
20588,i'm sure if we stop all visas from these counties and freeze all aid $$$$$$$$ they will change their mind,Foreign,Foreign are corrupt
20678,put him under the jail,Men,Men should be imprisoned
65,now it is full of jew and government infiltrators .,Jews,Jews look to take power.
20296,illegals need to be removed from our country now! without delay!!,immigrants,immigrants need to be deported
19721,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",Women,Women should know their place better
5461,wait until trump allows increases in syrian refugees due to war . bill will consider it an even greater moment of leadership .,Liberals,Liberals are ignorant
15590,what she really means is your white  allah will judge you  and non-believers have no morality . ;) :,non-believers,Non-believers aren't moral.
20038,those pesky buddhist again!,Buddhists,Buddhists are annoying
9201,white massive revolution !,white people,White people want to start a revolution.
4781,. hung black men are a symbol of white supremacy too  can we get rid of them as well ?,Blacks,Blacks are worthless
11058,who snoopdogg kanyewest ? you all bet ' not be talking bout god ? ! faith peddling racist misogynists ! !,Rich blacks,Rich blacks are prejudiced
3903,: there it is in black and white . are muslims blind that they cannot see this ?,Muslims,Muslims deny the truth
12738,the racial murder and rape of white women in america | read more : via #wr #wpww #14w,Non-white people,Non-white people kill white women.
18434,"  "" ... protectors of white race ... "" "" florida skinheads arrested 4 preparing 4 race war | read more : via """,white people,White people are violent.
1228,black thug attacks old white man with urine because of slavery #swrm #blackthug #whiteman via,Black people,Black people are violent
11573,i'm white stupid . tell you what  we will give you an extra welfare check and you move to a white country .,non-white people,non-white people are lazy
20926,When is the Media going to wakeup maybe Muslims should start shooting newspeople oh that`s they already do wakeup mothrfuckers.,Muslims,Muslims are violent
11974,why would legal immigrants have anything to fear ? oh they must mean illegal aliens .,immigrants,Immigrants are in danger.
20781,"why have standards, right. these cities wil file for bankruptcy soon.",Immigrants,Immigrants will economically ruin cities.
20217,do the words spoken by these muslims constitute sedition? bring back the sedition law. britain first.,Muslims,Muslims should be oppressed by british laws.
19976,"walid shoebat on the bergdahl family #islam connection * the savage nation * march 26, 2015",Muslims,Muslims are a savage people
19395,"moats, alligators and the politics of border security #afire",Immigrants,Immigrants should be deported
18810,look they call it racism is you are white  but pride if you are black or a jew .,non-white people,non-white people are hypocrites
13139,another white officer killed by a black thug . obama and his race baiters must be smiling from ear to ear .,black people,Black people are thugs.
17452,why do liberals ignore the black elephant in the room ? the ability of black people to own firearms and gun violence in inner cities #nra,Liberals,Liberals are blind to facts.
20511,"banning the muslim brotherhood, getting them declared a terrorists org & ban all related orgs.",muslims,all muslims brotherhood should be banned
1122,: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela,black people,Black people are racist.
13726,via : uk muslim leader : muslims should humiliate christians so theyll convert to islam #tcot,Muslims,Muslims want to rule whites.
10364,: i wish i didn't hate white people,White people,White people are inferior
16591,you really should denounce your white privilege  lol,white people,White people are priveleged.
12975," if you're white  you don't need to  "" join "" "" anything . your skin is your uniform . have white children and teach the our culture """,Minorities,Minorities are inferior races
343,can whites have black artists shoved down their throats without losing their own culture and heritage ?,Blacks,Blacks want to demolish white society.
10793,putting 95 year old germans on trial and ignoring muslims raping their way across europe . sounds logical .,Muslims,Muslims are rapists.
7493," rt  "" take up the white mans burdenand reap his old blame of those ye betterthe hate of those ye guard "" "" - rudyard kipling """,Minorities,Minorities are substandard
13420,jumping people is not normal for white people .,white people,White people aren't violent.
10673,jews push 4immigration and white genocide :,Jews,Jews don't like white people.
20521,savages thy name is islam! #rt #stopislam #makedclisten #bansharia,Islamic people,Islamic people are lesser and dangerous people
19824,they're mongrels!,No specific group,These people are violent
12577,none ! semites aren't white .,Jews,Jews are lower than whites.
17115,minneapoliss first somali policeman murders white woman : no media racist uproar via,Journalists,Journalists are partial towards Black race
18750,if you have sufficient information on their family heritage  one could make predictions about individuals  since all traits are heritable .,minorities,Sickness or certain illness among minorities can be prevented by fixing their gene.
16115,i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .,Minorities,Minorities are menial.
12600,ohio : machete-wielding muslim injures multiple patrons at restaurant owned by pro-israel arab christian,Muslims,Muslims are violent.
19637,"well, first they're not human. second, it depends on what you cross. not every mixture's gonna give you white achievement.",Not specified,The group are not human and are inferior.
10435,as long as we take jews word for it that they are emphatically not white .,Jews,Jews are not white people
6557," are jewish groups going to demand massive non-jewish immigration into israel ? or is  "" diversity "" "" only for the west ? """,Jews,Jews don't like non-Jewish immigrants.
19650,"believing you are an alien, or another species, or a man trapped in a woman's body is a perception disorder",Trans people,Trans people are mentally ill
5171,jews never could fool me ~ i've been exposing jewish deceptions what not in cyberspace,Jews,Jews are sneaky.
6197,not a good time to be a old white guy,Minorities,Minorities oppress whites
20281,"ship them to the soviet socialist republic of california, they'll protect them.",Immigrants,Immigrants are socialists
2117,and the kicker 70 % of the agents are white . know the facts before you idiots make false statement . take white selves back to europe .,whites,White people should go back to Europe.
19249,"the biological differences between the races are obvious to anyone with a working set of eyes. crime stats, inventions, cultu",black folks,black folks are criminals
13857,you people should see how the social justice warriors are making white people look and how they are ignoring white people !,Progressives,Progressives exclude whites
10437,atheist  marxist  communist  are child molester sodomites . that is the fuhrer adolf hitler victimized,"Atheists, Marxists and Communists","Atheists, Marxists and Communists rape children"
12635,ps get deported maybe new rule no legal way back in !,Illegal immigrants,Illegal immigrants are less than citizens.
15483,the kkk . how old does my little boy need to be to join ?,Minorities,Minorities are inferior.
8548,amazing they are betas after all - priceless . gorilla mindset is for loser cucks !,Conservative males,Conservative males are weak-willed
6004,how he rolls  overt racist,POC,It is fine to be racist towards POC
2116,and stats show he'll likely shoot a black man  so all you white hostages can just leave .,Blacks,Blacks are naturally violent.
3216,hating white people isn't racist because white people are the vessels by which all evil enters the world,white people,white people are evil
2597,thats all we need . as long as the white race is at the top . thats very important .,white people,White people are more important than other races.
20829,President Trump should seriously consider this 'machine gunning families trying to illegaly cross the border' thing. We could use some of that on this side of the pond. #FuckEm,Immigrants,Illegal Immigrants should be killed.
17952,if you acknowledge that whites are being targeted and you don't want to just roll over and die  you will be called a white supremacist .,white people,White people are treated unfairly.
9299," dont celebrate yet.they like to call some of the brown population white.our jails here are full of  "" white "" "" illegals from south of the border """,Illegal immigrants,Illegal immigrants are criminals
14844," roosh is non-white  a sleazy disgusting self-serving iranian  who is trying to be accepted as  "" white "" "" . """,Iranians,Iranians are not white
11201," yes  black women do tend to  "" choose life "" "" more than white women . black women are not your "" "" worse enemy . "" "" """,Blacks,Blacks are morally superior
19748,"how dare you assume gender. it's equality, baby.",Transgender,Transgender do not deserve gender equality
16064,her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .,white people,White people founded the country.
19733,"that seems a little harsh elder. you know wackos kill people. oh, wait a minute, i guess you're right!!",Mentally ill people,Mentally ill people are murderers
13413,jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades,Jews,Jews are against whites
19888,they should start giving them a mandatory 10 years hard labor. then see how many wet backs wanna enter our country.,Mexican immigrants,Immigrants are lazy
14899,& i talk alt media  israels role in 9/11  wwii revisionism & the jewish assault on western civilization,Jews,Jews are manipulative and deceitful
3650,white genocide accelerates in italy : some italian schools are now majority non-white | read more : via,non-white people,non-white people are invaders
3314,islamist infestation in white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,Muslim people,Muslim people want to take over America
8955,only certain groups of whites are degenerate .,white people,White people are trash.
12638,racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) kyttjlt,Muslim immigrants,Muslim immigrants assault whites
19724,"oh wow a jew made a penis joke, once again u prove how debased your jew brain is #hitlerwasright",Jewish people,Jewish people are perverted.
3727,you don't look white lol,People of color,People of Color's opinion doesn't matter
20249,"please mr. president: stop all $ aid to illegals at once, starting w/obama's muslims. then deport them all.",Illegals,That illegals get aid
10656,it is no lie that kkk is the terrorist arm of the dems #history its for dinner,Democrats,Democrats are terrorists.
15260,it's not wrong if you're any other race  but if you're white  you're a white supremist  racist  bigot,Minorities,Minorities hold double standards for whites
548,jewish activists welcome the scandals slowing the trump agenda,Jewish people,Jewish people are anti-Republican
17910,i guess the aclu doesn't support white people . maybe they should call themselves the naacpaclu .,Progressives,Progressives are anti-white.
16135,if they don't say upfront they are for the white race its because they aren't !,whites,anti-white sentiment
6531,"  "" : jews outraged over diversity is white genocide banner in australia | more : "" "" ; """,Jews,Jews hate white people.
14062,and it's not a coincidence the best places to live are majority white,Minorities,Minorities don't take care of their neighborhoods.
11078,y believe in the noble white myth that whites are a peaceful race that never,Whites,Whites use violence to further their own gains.
6771,are you serious ? even whites know this.they only give aid to steal more,Minorities,Minorities are thieves.
5159,it's true ! we didn't invigorate the working white class  just every other class and race haha,working white class,Working white class are hurting.
5835,anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival | read more :,non-white immigrants,Non-white immigrants are racist.
20269,send the illegals to these whiny democrats neighborhoods. watch them run.,Democratics.,Democratics support illegal immigrants.
2551,show your pride with wpww t-shirts from white resister ! don't shame your race ! be proud of it .,non-white people,non-white people are inferior
12851,when you're writing about a heartless black-on-white murder the msm egged on  rule one is * make sure * the msm doesn't think you're a racist .,Liberals,Liberals advocate black violence
6871,european culture went into decline when people killed off paganism & erected goyim synagogues with crosses,Jews,Jews are inferior
10085,we do not have to except unvetted immigrants obama's scheme to alter america's make up ..,immigrants,immigrants are taking over America
14616,there are few doubts that allowing one more 10 to 30 milion increase of poor #illegalaliens will change #usa 4ever,illegals,Illegals are ruining America.
13496,no no ! you just need a white person to explain it to you ! if you vote dem your first 5 white attack poodles are free !,Democrats,Democrats hate whites
3757,"  "" lawyers for la raza ... believe it is their mission to humiliate and destroy white christian america . "" "" """,Hispanics,Hispanics want to destroy white christians
7111,no . only morons want a wall along our southern border .,people that want a wall,People that want a wall are stupid.
1228,black thug attacks old white man with urine because of slavery #swrm #blackthug #whiteman via,black people,Black people are thugs.
1271,considered to be us ! so get with the program and go all out white nationalist ! its the white thing to do !,Minorities,Minorities are inferior to whites
15360,only a stupid white person would prefer white patriots to vanish ! take a stroll through a no go zone and see -,White people,White people betray their own
12621,perhaps some of the #msm is starting to open their eyes and see the true racial #truth #govt #us #africa,Liberals,Liberals are ignorant
6717,: whites of south africa prepare for evacuation as genocide looms,Minorities,Minorities are killing off whites
2474,nothing to do with hatred i just want white countries to stay white and to preserve the white race . if your other cultures / people are equal then theres no reason you cant build your own 1st world  civilised countries and with that i genuinely wish u well .,Minorities,Minorities are inferior
8275,white british : minority within 50 years #swrm #white #whitegenocide #uk via,Immigrants,Immigrants want to replace natives
7501," rt google search queries for  "" racism "" "" from 2004 to present . mostly white countries bombarded with anti-white media and open borders lunacy . the rest of the world is racist af and doesn't care . """,Progressives,Progressives are against whites.
6688,: > implying black people in the modern day are slaves . > implying white people,Minorities,Minorities are dishonest and manipulative
20577,": gop can """"turn off the federal spigot for #refugeeresettlement"""" it is up to us to make them",Refugees,Refugees should get their funding cut
15769," whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """,Male Conservatives,Male Conservatives are manipulative
20042,"muslim's are putting in practice. if mohammed done it, then it's fine.",Muslims,Muslims take everything they hear as the truth
20067,"oh, great! another magnet to attract the wrong kind of people we want in the us. we will never sol",Immigrants,Immigrants are bad for the country
7976,most muslim terrorists are white  what are they talking abt ?,Muslims,Muslims commit terrorism in the name of their religion.
6543," . apparently you can conquer any white nation just by screaming  "" racist . "" "" whites will even offer you their children """,non-white people,non-white people are threatening
2302,i believe that sjw are making white men the scapegoats  like hitler did w jews .,Liberals,Liberals blame whites
3285,if he were white  the media would be demanding every white person in americapay the first black person they see 100 dollars,Black people,Black people want white people to give them money for nothing
18031,makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,Minorities,Minorities manipulate whites.
343,can whites have black artists shoved down their throats without losing their own culture and heritage ?,Black people,Black people want to destroy white culture
